first_name,middle_name,last_name,fourth,fifth,sixth,seventh,eighth,0.0000
Tobstik,80mg,Injection,,,,,,0.4421
Senita,Spas,20mg/100mg,Tablet,,,,,0.5153
Hydrip-MT,Cream,,,,,,,0.1768
Addibact,4000mg/500mg,Injection,,,,,,0.6667
Antec,Injection,,,,,,,0.5551
Patroz,40mg,Tablet,,,,,,0.2331
Icuris,Plus,Eye,Drop,,,,,0.5196
KAMASUTRA,DOTTED,CONDOM,3s,,,,,0.0224
Cefnex,200mg,Tablet,,,,,,0.9629
Depakote,XR,500,Tablet,,,,,0.0894
Remtrex,15mg,Injection,,,,,,0.5316
Pretrex,500mg,Injection,,,,,,0.0563
Hydrogen,Peroxide,6%,Solution,,,,,0.3285
Amoxyrose,250mg,Capsule,,,,,,0.9121
CEPHALEXIN,250,MG,TABLET,,,,,0.3128
Glimitip-MV,2,Forte,Tablet,SR,,,,0.3480
Imutaj,10mg,Tablet,,,,,,0.7997
Critinem,500,mg/500,mg,Injection,,,,0.1990
Ciaga,Ketzorr,Shampoo,,,,,,0.3778
Starpress,XL,50mg,Tablet,,,,,0.5182
Oflex,200mg,Tablet,,,,,,0.0585
Moxycarb,250,mg/150,mg,Capsule,,,,0.1464
Asvin,250mg,Injection,,,,,,0.4830
Acidosh,40mg,Capsule,,,,,,0.8697
C,Flox,TZ,500,mg/600,mg,Tablet,,0.0071
Paradol,Injection,,,,,,,0.7181
Azire,250mg,Tablet,,,,,,0.2237
Nubend,200mg,Suspension,,,,,,0.9141
Zenoxa,300,Tablet,,,,,,0.2847
Siloil,1000CST,Injection,,,,,,0.3236
Antec,150mg,Tablet,,,,,,0.4779
L,Cypro,Syrup,,,,,,0.9685
Etowell,90mg,Tablet,,,,,,0.3724
MECOVON,G,TABLET,,,,,,0.9418
TREND,125,MG,TABLET,,,,,0.9680
Rabeloc,40,Tablet,,,,,,0.2987
Trizoryl,1,Tablet,SR,,,,,0.4493
Winbp,MT,50,Tablet,,,,,0.9990
Nortini,M,Suspension,,,,,,0.7919
Bencad,Plus,6mg/400mg,Tablet,,,,,0.0650
Vomifree,Tablet,,,,,,,0.8866
Pipdox,200mg,Tablet,DT,,,,,0.7539
Stucef-CV,Tablet,,,,,,,0.5622
Defzakop,6mg,Tablet,,,,,,0.3262
Zycolis,1Million,IU,Injection,,,,,0.5956
Tramfresh,Tablet,,,,,,,0.0560
Gabateo,NT,400mg/10mg,Tablet,,,,,0.8121
Provigil,HP,5000IU,Injection,,,,,0.8599
Bovose,0.3,Tablet,MD,,,,,0.1183
Clistar,2.5,mg/5,mg/10,mg,Tablet,,,0.1963
Svanzole,40mg,Tablet,,,,,,0.8884
Copil,A,75mg/75mg,Tablet,,,,,0.2821
Cluster,LB,Capsule,,,,,,0.2198
Sefsal,1gm,Injection,,,,,,0.5062
Jexi,OZ,200mg/500mg,Tablet,,,,,0.6038
Riocox,90,Tablet,,,,,,0.2633
Avas,20,Tablet,,,,,,0.3764
Getsure,1.5mg,Tablet,,,,,,0.1359
Fixivin,100mg,Tablet,,,,,,0.9942
Crozith,500mg,Tablet,,,,,,0.1613
Deltron,Odt,8mg,Tablet,,,,,0.9879
Ceficon,50mg,Dry,Syrup,,,,,0.4003
Apra,D,30mg/40mg,Capsule,SR,,,,0.2601
Olmo-H,Tablet,,,,,,,0.0633
Pryl,50mg,Tablet,SR,,,,,0.8266
Metridon,Syrup,,,,,,,0.6014
Clinivib,N,Gel,,,,,,0.6529
Guficol,Plus,0.5MIU,Injection,,,,,0.1012
Algest,SR,300,Tablet,,,,,0.1227
Spas,Bloc,Oral,Drops,,,,,0.7075
Parita,100mg,Capsule,,,,,,0.9400
CMC,Eye,Drop,,,,,,0.7169
Cef,250mg,Tablet,,,,,,0.1194
Foligraf,1200IU,Injection,,,,,,0.8575
Neukal,P,750mcg/75mg,Tablet,,,,,0.8376
Kazopan,D,10,mg/40,mg,Tablet,,,0.5012
Panloc,40mg,Injection,,,,,,0.5594
Apiz,30mg,Tablet,,,,,,0.8605
Monobid,20mg,Tablet,,,,,,0.6533
Kiraja,400mg,Tablet,,,,,,0.2074
Claxin,CV,500,mg/125,mg,Tablet,,,0.3037
Aldigesic,P,50mg/125mg,Suspension,60ml,,,,0.1827
Lilicef,100mg,Tablet,DT,,,,,0.2329
Citilin,1000mg,Tablet,SR,,,,,0.3186
Glenvirax,200mg,Tablet,,,,,,0.8512
Vomlee,4mg,Tablet,MD,,,,,0.1575
Engefix-OF,Tablet,,,,,,,0.0317
Artamin,250mg,Capsule,,,,,,0.7021
Zim,500mg,Tablet,,,,,,0.6072
Welmic,500mg,Injection,,,,,,0.8621
Defcort,12,Tablet,,,,,,0.9000
Histadale,16mg,Tablet,,,,,,0.0403
Witori,90mg,Tablet,,,,,,0.9122
Piopar,7.5,Tablet,,,,,,0.4282
Azikrypt,LB,250mg,Tablet,,,,,0.8851
Asdon,4mg,Tablet,,,,,,0.6214
Dmentin,10mg,Tablet,MD,,,,,0.5806
Mzole,D,10mg/40mg,Tablet,,,,,0.8537
Genoxime-CV,Tablet,,,,,,,0.8167
Zanroxim,200mg,Tablet,,,,,,0.8840
Odee,20mg,Capsule,,,,,,0.9496
O,Tinib,100mg,Capsule,,,,,0.4755
Mirtaz,15,Tablet,,,,,,0.8697
Aircef,100mg,Tablet,DT,,,,,0.6444
Gmh,75IU,Injection,,,,,,0.3587
Soycex,200mg,Tablet,,,,,,0.8663
Metspot,50mg,Tablet,,,,,,0.5332
Montinate,60mg,Injection,,,,,,0.0270
Xetra-S,1gm/500mg,Injection,,,,,,0.5929
Defta,6mg,Tablet,,,,,,0.6129
Vncin,200mg,Tablet,,,,,,0.0323
Corteye,Injection,,,,,,,0.5543
Tyfy,300mg,Tablet,DT,,,,,0.7084
Rabiclip,LS,75mg/20mg,Capsule,SR,,,,0.6680
Getflo,Eye,Drop,,,,,,0.0921
Zebol,25mg,Injection,,,,,,0.7416
Cloxina,LBS,Capsule,,,,,,0.1247
Zenocid,20mg,Capsule,,,,,,0.4582
Omtec,20mg,Capsule,,,,,,0.6854
Prolidine,5mg,Tablet,,,,,,0.0606
Omzer,20mg,Tablet,,,,,,0.0320
Troysunate,50mg,Injection,,,,,,0.5357
Temmy,H,40,mg/12.5,mg,Tablet,,,0.0902
Recapil,PM,Solution,,,,,,0.9901
Lytic,K,Plus,Tablet,,,,,0.3451
Belgest,100mg,Soft,Gelatin,Capsule,,,,0.4998
Olmecap,40mg,Tablet,,,,,,0.3503
Olmibid,Trio,20mg/5mg/12.5mg,Tablet,,,,,0.5653
Telmetake-Beta,25,Tablet,ER,,,,,0.0925
Degrain,Oral,Suspension,,,,,,0.9724
Dmp,5mg,Tablet,,,,,,0.3213
Emither,LF,80mg/480mg,Tablet,,,,,0.9140
Razisol,Plus,75mg/20mg,Capsule,SR,,,,0.3944
Bipir,800mg,Tablet,,,,,,0.1336
Sparky,O,200mg,Tablet,DT,,,,0.6898
Ndc,50mg,Injection,,,,,,0.2370
Secnida,Forte,1000mg,Tablet,,,,,0.9985
Ultrarite,Tablet,,,,,,,0.4886
Calcigo,60K,Soft,Gelatin,Capsule,,,,0.0816
Slanac,75mg,Injection,,,,,,0.8562
Keptil,100mg/5ml,Dry,Syrup,,,,,0.7516
Doetel,40mg,Tablet,,,,,,0.2122
Neo,Hcg,150IU,Injection,,,,,0.3974
Savo,20mg,Tablet,,,,,,0.1932
Sucral,D,Suspension,,,,,,0.0472
Flowmet,50mg/5ml,Suspension,,,,,,0.6136
Tolxor,150mg,Tablet,,,,,,0.8754
Betabloc,10mg,Tablet,,,,,,0.5458
Tgmet-P,30mg/500mg,Tablet,,,,,,0.6955
Cgsulpride,50mg,Tablet,,,,,,0.9289
Elox,200mg,Tablet,,,,,,0.5063
Primecobal,1000mcg,Injection,,,,,,0.2944
Prelim,750mg/75mg,Capsule,,,,,,0.1648
Tocef,100mg/5ml,Suspension,,,,,,0.2222
Nicip,Tablet,,,,,,,0.8268
Manoprolol,40mg,Tablet,,,,,,0.8572
Dxing,50mg,Dry,Syrup,,,,,0.8439
P-CEF-O,50mg/50mg,Dry,Syrup,,,,,0.0336
Zovirax,200,Tablet,,,,,,0.1641
Penclav,875mg/125mg,Tablet,,,,,,0.2300
Seizurone,200mg,Tablet,,,,,,0.8094
4,Quin,DF,Eye,Drop,,,,0.0760
Offside,200mg/500mg,Tablet,,,,,,0.5957
Cefcube-T,1.125,Injection,,,,,,0.2440
Spartech,200mg,Tablet,,,,,,0.0963
OWINO,Z,50,MG/125,MG,SUSPENSION,,,0.1843
Udiwok,300,Tablet,,,,,,0.4326
M,Stat,250mg,Tablet,,,,,0.0403
Piz,40mg,Tablet,,,,,,0.6659
Citalviz,Plus,0.5mg/10mg,Tablet,,,,,0.8548
Themibutol,600mg,Tablet,,,,,,0.9747
Glicort,6,Tablet,,,,,,0.8445
Nolone,30mg,Tablet,,,,,,0.6079
Ptez,4000,mg/500,mg,Injection,,,,0.2183
Fetiz,1000mg,Injection,,,,,,0.9604
Opet,40mg,Tablet,,,,,,0.5101
Cipropet,500mg,Tablet,,,,,,0.4981
Kola,20mg,Tablet,,,,,,0.0851
Beryfit,CV,200mg/125mg,Tablet,,,,,0.3391
Medizox,MR,Tablet,,,,,,0.0597
Stugenol,25mg,Tablet,,,,,,0.0810
Buscopan,10mg,Suppository,,,,,,0.7159
Fuldom,RD,10mg/20mg,Capsule,,,,,0.4657
Glimidot,2mg,Tablet,,,,,,0.2513
Glimytime,M,1mg/500mg,Tablet,,,,,0.8104
Dalcefa,250mg,Injection,,,,,,0.0411
Arpiz-DSR,Capsule,,,,,,,0.0145
Nomadol,100mg,Injection,,,,,,0.6209
Moxzar,LB,500mg,Tablet,,,,,0.5285
Cevadil,400mg,Capsule,,,,,,0.9970
Falcerid,AT,60mg,Injection,,,,,0.0671
Prenura,M,750mcg/75mg,Tablet,,,,,0.7588
Mimcipar,60mg,Tablet,,,,,,0.3251
Zopymed,2gm/0.25gm,Injection,,,,,,0.7519
Linzolix,600mg,Tablet,,,,,,0.7245
Olmeflex,40mg,Tablet,,,,,,0.0867
Azitras,500mg,Tablet,,,,,,0.6558
Apepod,200,DT,Tablet,,,,,0.9814
Mentolift,Plus,0.25,mg/50,mg,Tablet,,,0.0445
Ontadol,50mg,Injection,,,,,,0.3598
Tenligress-M,1000mg/20mg,Tablet,,,,,,0.6170
Anzol,Chewable,Tablet,,,,,,0.7286
Deferglob,250mg,Tablet,,,,,,0.4251
Dgrab,L,75mg/20mg,Capsule,SR,,,,0.6307
Colihar,2,Injection,,,,,,0.7752
Isotop,40mg,Tablet,SR,,,,,0.6492
Pexpen-CR,12.5,Tablet,,,,,,0.3201
SUMO,L,DS,250,MG,SUSPENSION,,,0.3159
Zingaro,Suspension,,,,,,,0.5371
Vigore,50,Red,Tablet,,,,,0.3912
Febstar,80mg,Tablet,,,,,,0.5242
Xylistin,1MIU,Injection,,,,,,0.4214
Morbifix,100,DT,Tablet,,,,,0.3766
Levecad,750mg,Tablet,,,,,,0.6305
Mydrot,80mg,Tablet,,,,,,0.2065
Cefisid,OF,200mg/200mg,Tablet,,,,,0.0699
Labebet,Injection,,,,,,,0.9197
MS,120,Capsule,DR,,,,,0.5400
Minitof,OZ,200mg/500mg,Tablet,,,,,0.0242
Topgain,2%,Solution,,,,,,0.9063
Olkem-CL,Tablet,,,,,,,0.1008
Xylox,2%,Gel,,,,,,0.4526
Risper,3mg,Tablet,,,,,,0.9283
Meflox,OZ,200mg/500mg,Tablet,,,,,0.1857
Serosez,10mg,Tablet,,,,,,0.7644
Telma,Act,80mg/5mg/6.25mg,Tablet,,,,,0.6635
Zenotin,200,mg/600,mg,Tablet,,,,0.2058
Papcef,100mg,Syrup,,,,,,0.7237
Covatil,CV,250,mg/125,mg,Tablet,,,0.3331
Floatin,10mg,Tablet,,,,,,0.3615
Anzocef,1000mg,Injection,,,,,,0.0988
Pentone,500mg,Injection,,,,,,0.7881
Dolcare,60mg,Tablet,,,,,,0.1951
Torosafe,O,Kid,100mg/100mg,Tablet,,,,0.4333
Nublast,100mg,Capsule,,,,,,0.4247
Pantomad,40mg,Tablet,,,,,,0.6428
Redura,20mg,Tablet,,,,,,0.5112
Ortos,125mg,Tablet,DT,,,,,0.2124
Panrum,40mg,Injection,,,,,,0.3205
Tugain,2%,Solution,,,,,,0.7942
Cefudan,500mg,Tablet,,,,,,0.3672
Rizicep,100mg,Dry,Syrup,,,,,0.6153
Oviserv,75mg,Tablet,SR,,,,,0.9346
Bandhan,0.03mg/0.15mg,Tablet,,,,,,0.6278
Maphyl,Forte,5,mg/2,mg,Tablet,,,0.2136
Telsar,A,Tablet,,,,,,0.4388
Piolid,15,Tablet,,,,,,0.5238
Pecef,Duo,Tablet,,,,,,0.5764
Histigo,24mg,Tablet,,,,,,0.1701
Endroxil,500mg,Tablet,,,,,,0.7067
Phenomet,Syrup,,,,,,,0.1443
Flunadin,10mg,Tablet,,,,,,0.0982
Vanpox,CL,Dry,Syrup,,,,,0.4649
Telindia,20mg,Tablet,,,,,,0.4636
Voglimeal,M,500mg/0.2mg,Tablet,SR,,,,0.1106
Defonex,500mg/500mg,Injection,,,,,,0.5588
Zaxter,125mg,Injection,,,,,,0.0734
Spacyp,Syrup,,,,,,,0.4335
Telista-H,Tablet,,,,,,,0.2985
Megacid,Syrup,,,,,,,0.4877
Betagrain,80mg,Tablet,TR,,,,,0.9629
D-Venlor,50,Tablet,,,,,,0.9340
Nebunta,5mg,Tablet,,,,,,0.6053
Isoverin,80mg,Tablet,,,,,,0.8369
Genka,40mg,Injection,,,,,,0.4126
Revecia,20mg,Tablet,,,,,,0.1362
Dicsid,Plus,250mg/50mg/500mg,Tablet,,,,,0.1775
Flatubust,Capsule,,,,,,,0.8538
Pisona,20mg,Tablet,,,,,,0.8869
Veltip,2mg,Injection,,,,,,0.9811
Metrofic,50mg,Tablet,XL,,,,,0.0816
Zady,Redimix,200mg,Syrup,,,,,0.8900
Livoxa,O,250mg/500mg,Tablet,,,,,0.5135
Ozo,20mg,Tablet,,,,,,0.2186
Kindcif,Syrup,,,,,,,0.0260
Cipkop,0.30%,Oral,Drops,,,,,0.0323
Dompra,20mg,Capsule,,,,,,0.8154
Pyrolate,Injection,,,,,,,0.0713
Lomep,HT,50mg/12.5mg,Tablet,,,,,0.5721
Penlip-DSR,Capsule,,,,,,,0.7893
Tapal-ER,100,Tablet,,,,,,0.0111
Omnisafe,250mg,Injection,,,,,,0.8636
Moxbro,Syrup,,,,,,,0.4842
Ozicin,75mg,Tablet,,,,,,0.5431
Fucross,100,Capsule,,,,,,0.8197
Phenotil,Tablet,,,,,,,0.7735
D,Zenolin,25mg,Injection,,,,,0.9094
Pentovar,40mg,Tablet,,,,,,0.6197
Entaliv,1mg,Tablet,,,,,,0.8809
Twichek,Capsule,DR,,,,,,0.9718
Tosiban,6.75mg,Injection,,,,,,0.4907
Batlin,10mg,Tablet,,,,,,0.2343
Gracid,20mg,Tablet,,,,,,0.3467
Nucoril,OD,5mg,Tablet,,,,,0.9441
Gatt,200mg,Tablet,,,,,,0.0561
Thiazprine,50mg,Tablet,,,,,,0.0468
Lotesol-M,Eye,Drop,,,,,,0.6202
Surgidine,Solution,,,,,,,0.1627
Tacopod,200mg,Tablet,,,,,,0.7805
Mentra,10mg,Tablet,,,,,,0.6812
Texcolin,500,Tablet,,,,,,0.1838
Jomoxy-CV,500mg/125mg,Tablet,,,,,,0.3665
Kavdoxim,200mg,Tablet,,,,,,0.8273
Tacidal,4000,mg/500,mg,Injection,,,,0.6785
Dersol,24%,Ointment,,,,,,0.8648
Densaid-QA,50mg,Tablet,,,,,,0.6272
Amicom,250mg,Injection,,,,,,0.4308
Ace,Tablet,,,,,,,0.8599
Ifytrox,250mg,Injection,,,,,,0.3765
Maxotaz,PS,1000,mg/125,mg,Injection,,,0.3183
Ekros,100mg,Injection,,,,,,0.2746
Auract,1gm,Injection,,,,,,0.3225
Pomyelo,4mg,Tablet,,,,,,0.4557
Cepoxin,Dry,Syrup,,,,,,0.6650
Levepsy,XR,500,Tablet,,,,,0.8399
Lupidip,10mg,Tablet,,,,,,0.4632
Emglobulin,5%,Solution,,,,,,0.4926
Ofloxamac,200mg,Tablet,,,,,,0.2206
Panklok-DM,10mg/20mg,Tablet,,,,,,0.8089
Doloroff,50mg,Tablet,,,,,,0.2494
Woodrox,150mg,Tablet,,,,,,0.3505
Pantoliga,40,Tablet,,,,,,0.8087
Nixiper,Soap,,,,,,,0.1676
Peftil,200mg,Tablet,DT,,,,,0.8830
Capisol,SL,1000mg/500mg,Injection,,,,,0.8247
Azinew,100mg/5ml,Suspension,,,,,,0.3466
Ciporic,250mg,Tablet,,,,,,0.8622
Ceflark,300mg,Capsule,,,,,,0.3701
Pyrtex,100mg,Soft,Gelatin,Capsule,,,,0.2273
Troyther,150mg,Injection,,,,,,0.5137
Lyxim,100mg,Tablet,,,,,,0.8958
Arnacef,100mg,Tablet,DT,,,,,0.9871
Scavista,12A,Tablet,,,,,,0.1468
Dipro,OD,250mg,Tablet,,,,,0.9070
Engatt,DX,Eye,Drop,,,,,0.6133
Podif,CV,200mg/125mg,Tablet,,,,,0.7148
Telgo,80mg,Tablet,,,,,,0.6100
Moxnecs,500mg,Capsule,,,,,,0.8314
Incacef,50mg,Dry,Syrup,,,,,0.2074
Prezole,30mg,Capsule,,,,,,0.6714
Clodid,1%,Dusting,Powder,,,,,0.0759
Rapilif-D,4/0.5,Capsule,,,,,,0.5034
Oftaday,200mg,Tablet,,,,,,0.6221
Zaart,50,Tablet,,,,,,0.9285
Farbest,200mg,Tablet,,,,,,0.6890
Picolax,Tablet,,,,,,,0.5745
Manforce,Staylong,Condoms,Orange,Flavour,3s,,,0.8829
Isolan,40mg,Tablet,,,,,,0.4805
Almocef,CV,200mg/125mg,Tablet,,,,,0.5504
Olmetor,20,Tablet,,,,,,0.2979
Trikotame,5mg,Tablet,,,,,,0.6838
Assixime,200mg,Tablet,,,,,,0.7368
Parawel,650mg,Tablet,,,,,,0.3782
Nuroloc-PG,Capsule,,,,,,,0.7827
Zeninate,60mg,Injection,,,,,,0.5054
Histafree,M,Tablet,,,,,,0.4190
Gabaliv,300mg/500mcg,Tablet,,,,,,0.1138
Pricef,SB,500mg/500mg,Injection,,,,,0.2893
Servazith,500mg,Tablet,,,,,,0.1072
PATH,G,15MG/1MG,CAPSULE,,,,,0.9207
VDM,Kit,150mg/1000mg/1000mg,Tablet,,,,,0.9010
Rutotan,90mg/48mg/100mg,Tablet,,,,,,0.3934
Raldon,Tablet,,,,,,,0.3653
Somanit,20mg/500mg,Tablet,,,,,,0.6782
Caprogen,Depot,500mg,Injection,,,,,0.4234
Rasiget,400mg,Tablet,,,,,,0.9728
Besco,Tablet,,,,,,,0.8351
Casto,200mg,Tablet,,,,,,0.4067
Stenrab,L,75mg/20mg,Capsule,,,,,0.4111
Enzyplex,D,Tablet,,,,,,0.2131
Vopril,M,Forte,1mg/1000mg,Tablet,SR,,,0.7970
Aminoven,Infant,Infusion,,,,,,0.0951
Sucan,O,Syrup,,,,,,0.5148
Pep,Syrup,Sugar,Free,,,,,0.2459
Gyrofix,D,Eye,Drop,,,,,0.7041
Kavmox-DDS,Dry,Syrup,,,,,,0.1886
Clonapax,1mg,Tablet,,,,,,0.8156
Rubired,S,5,Injection,,,,,0.8505
DUREX,MUTUAL,CLIMAX,CONDOM,3s,,,,0.1126
Leevoxy,500mg,Tablet,,,,,,0.9832
Ovidac,5K,Injection,,,,,,0.2533
Manforce,Wild,Condoms,Chocolate,Flavour,20s,,,0.0405
Take,Off,Plus,50mg/325mg/15mg,Tablet,,,,0.7368
Ondgro,4mg,Tablet,,,,,,0.8306
Mizocef,50mg,Dry,Syrup,,,,,0.7459
Hept,2,Syrup,,,,,,0.1814
Azigold,250mg,Tablet,,,,,,0.0858
Ciprogull,250mg,Tablet,,,,,,0.1450
Amlotes,M,5mg/50mg,Tablet,,,,,0.0065
Azeone,250mg,Tablet,,,,,,0.0232
Botrostat,250mg,Tablet,,,,,,0.0411
Arnate,50mg,Tablet,,,,,,0.6164
Dulocent,325,mg/37.5,mg,Tablet,,,,0.1147
C,Let,100mg,Tablet,DT,,,,0.6444
Divalprid-OD,500,Tablet,PR,,,,,0.0486
Falcicut,60mg,Injection,,,,,,0.6658
Escitafol,10mg/7.5mg,Tablet,,,,,,0.6442
Diucontin-K,20mg/250mg,Tablet,,,,,,0.8354
Spencip,500mg,Tablet,,,,,,0.0677
Coliwin,R,Capsule,,,,,,0.4977
Brimosun,P,Eye,Drop,,,,,0.7971
Ramirica,2.5mg,Tablet,,,,,,0.3101
Cefmiz,100mg,Tablet,,,,,,0.6518
Canodine,Ointment,,,,,,,0.2078
Olvis-OZ,200mg/500mg,Tablet,,,,,,0.3593
Pep,Tech,4000mg/500mg,Injection,,,,,0.2346
CCLIYA,MAX,TABLET,25,MG/50,MG,,,0.9673
Pamem,DSR,30mg/40mg,Capsule,,,,,0.2491
Alwin,Syrup,,,,,,,0.0923
Nightmax,10,Tablet,,,,,,0.6125
Nutripan,DSR,30mg/40mg,Capsule,,,,,0.2149
Eraxim,CV,200mg/125mg,Tablet,,,,,0.2182
X,Pril,5mg,Tablet,,,,,0.2150
Clidox,2.5,mg/5,mg/10,mg,Tablet,,,0.8012
Bufrix,500mg,Tablet,,,,,,0.5416
Gluvilda-M,1000,Tablet,,,,,,0.7457
Oflora,200mg,Tablet,,,,,,0.3939
Foxe,20mg,Capsule,,,,,,0.0035
Galpride,M1,Tablet,,,,,,0.6629
Tri-Olmetor,20,Tablet,,,,,,0.4500
Shzole-DSR,Capsule,,,,,,,0.8531
Venlor,25mg,Capsule,,,,,,0.4319
Pemex,500mg,Injection,,,,,,0.8859
Tartlum,40mg/240mg,Tablet,,,,,,0.9564
Occumox,BM,Eye,Drop,,,,,0.8500
Add,Panto,DSR,Capsule,,,,,0.7249
Prasita-A,Capsule,,,,,,,0.3422
Omniflox,500mg,Tablet,,,,,,0.3297
Ecoxib,90mg,Tablet,,,,,,0.5997
Glycoheal,G,1001,Tablet,SR,,,,0.9107
Ofrin,O,200mg/200mg,Tablet,,,,,0.3829
Pyceff,250mg,Syrup,,,,,,0.6018
Iotrim,Eye,Ointment,,,,,,0.1156
Feroshield,Tablet,,,,,,,0.5430
Cepox,200mg,Tablet,,,,,,0.5082
Rablife,20mg,Tablet,,,,,,0.1089
Zarbera,N,5mg,Tablet,,,,,0.3943
Sirotem,Injection,,,,,,,0.7554
Leoprime,7.5mg,Tablet,,,,,,0.9466
Budecort,200,Rotacap,,,,,,0.7574
Telmixo,20mg,Tablet,,,,,,0.7507
Insicort,30mg,Tablet,,,,,,0.4708
Emgard,15mg,Tablet,,,,,,0.3089
VOTCEF,50,MG,DRY,SYRUP,,,,0.1091
Solidec,25mg,Injection,,,,,,0.9760
Mecob,2500mcg,Injection,,,,,,0.3606
Oflatoz,O,200mg/500mg,Tablet,,,,,0.5191
Vormectol,Tablet,,,,,,,0.9252
Treatcox-3,300mg/1000mg/450mg,Tablet,,,,,,0.1726
Ampoxin,1gm,Injection,,,,,,0.6498
CEFRINE,PLUS,500,MG/250,MG,INJECTION,,,0.9716
Amizest,200mg,Tablet,,,,,,0.3283
Rtzol,DSR,30mg/20mg,Capsule,,,,,0.8610
Neogentin,75,Injection,,,,,,0.7978
Koptec,150mg,Tablet,,,,,,0.4938
Afdilinz,600mg,Tablet,,,,,,0.9548
Dotace,5,Tablet,,,,,,0.1031
Ramspin,5mg,Tablet,,,,,,0.7693
Rezart,E,75mg,Injection,,,,,0.5236
Levcon,AZ,250mg/250mg,Tablet,,,,,0.9435
Vegadol,12.5mg,Tablet,,,,,,0.3630
Adidase-SP,Tablet,,,,,,,0.3509
Sarblone,50mg,Injection,,,,,,0.7921
Tonocin,Forte,Tablet,,,,,,0.4724
Formic,O,Tablet,,,,,,0.7956
Volcer,40mg,Tablet,,,,,,0.7468
Usodic,300mg,Tablet,,,,,,0.0641
Mevof,250mg,Tablet,,,,,,0.9142
Indozid,1000mg,Injection,,,,,,0.9406
PD-Zole,10mg/40mg,Tablet,,,,,,0.0994
Lmx,Forte,875mg/125mg,Tablet,,,,,0.3428
Opec-DSR,Capsule,,,,,,,0.5848
Nitocef,100mg,Tablet,DT,,,,,0.0895
Delpoceft,OD,400,mg/400,mg,Tablet,,,0.2522
Zenoset,4mg,Tablet,,,,,,0.8543
Hald,200,Soft,Gelatin,Capsule,,,,0.1075
Aciba,25mg,Injection,,,,,,0.5829
QT,50mg,Tablet,,,,,,0.6482
Retraflox,200mg,Tablet,,,,,,0.9642
Sitrotax,1gm,Injection,,,,,,0.9081
Dayo,OD,250,Tablet,PR,,,,0.0003
Roximin,150mg,Tablet,,,,,,0.7391
Cyprosin,Drop,,,,,,,0.6773
Clinet,150mg,Capsule,,,,,,0.0301
Odom,30,mg/20,mg,Capsule,,,,0.0765
Azirite,500mg,Tablet,,,,,,0.4797
Romizole,D,10mg/20mg,Tablet,,,,,0.0041
Atizid,250mg,Tablet,,,,,,0.3727
Vobit,0.2,Tablet,,,,,,0.2113
Ekofix,100mg,Tablet,DT,,,,,0.0778
Parawel,250mg/5ml,Syrup,,,,,,0.8608
Goga,M,300mg/500mcg,Tablet,,,,,0.7697
Espearl,20mg,Tablet,,,,,,0.5548
Levolife,500mg,Tablet,,,,,,0.4166
Rispond,Forte,4,mg/2,mg,Tablet,,,0.4066
Losian,H,50mg/12.5mg,Tablet,,,,,0.0206
Sunthyroid,25mcg,Tablet,,,,,,0.5959
Bimat-T,Eye,Drops,,,,,,0.0302
Prostop,0.4mg,Capsule,,,,,,0.1809
Arthrox,250mg,Tablet,,,,,,0.0489
Levox,750mg,Tablet,,,,,,0.2199
Ocuflox,Ophthalmic,Solution,,,,,,0.6206
Sureher-L,Tablet,,,,,,,0.9858
Letisol,500mg,Tablet,,,,,,0.8067
E-Fact,200mg,Tablet,,,,,,0.4769
Shicalm,Plus,10,mg/2,mg,Tablet,,,0.3379
Mezodin,Ointment,,,,,,,0.2168
Coxi,120mg,Tablet,,,,,,0.1444
Hylumax,Eye,Drop,,,,,,0.4619
Targit-H,80mg/12.5mg,Tablet,,,,,,0.9751
ONV,4mg,Tablet,,,,,,0.5670
Xeropen,S,1000mg/500mg,Injection,,,,,0.6182
Kedox,200mg,Tablet,,,,,,0.3644
Supridol,100mg,Suppository,,,,,,0.1238
Rabidac-ISR,20mg/150mg,Capsule,,,,,,0.2623
Etolen,120mg,Tablet,,,,,,0.5601
Ofloxa,200mg,Tablet,,,,,,0.0339
Asvsartan,40mg,Tablet,,,,,,0.9058
C,Fax,S,1000mg/500mg,Injection,,,,0.1227
AG,500mg,Tablet,,,,,,0.1084
Hygicep,100mg,Syrup,,,,,,0.1181
Metasens,V,0.3,Tablet,SR,,,,0.2762
Vorixim-O,Tablet,,,,,,,0.1930
Mandol,50mg,Tablet,,,,,,0.7252
Sucranova,1000mg,Oral,Suspension,,,,,0.3458
Quinoquin,P,EC,Tablet,,,,,0.2476
Oflotech,200mg,Tablet,,,,,,0.6270
Riscalm,1mg,Tablet,,,,,,0.2918
Biovib,5mg,Tablet,,,,,,0.2522
Atoin,C,Gel,,,,,,0.5176
Gemwel,200mg,Injection,,,,,,0.3720
Cufexim,500mg,Tablet,,,,,,0.3967
Edecip,500mg,Tablet,,,,,,0.0163
Mopendol,20mg,Tablet,,,,,,0.8098
Skintin,12mg,Tablet,,,,,,0.8322
Glimetrol,1mg,Tablet,,,,,,0.1449
Cefopen,S,1000mg/500mg,Injection,,,,,0.0317
Folisurge,300IU,Injection,,,,,,0.7950
Merotive,1000mg,Injection,,,,,,0.9038
Fimi,50mg,Dry,Syrup,,,,,0.1415
